353	1025
355	2196
357	3968
359	5646
361	6057
363	6925
365	8290
367	8527
369	10171
371	11638
373	12449
375	13727
377	14691
379	15877
381	17159
383	19434
385	21790
387	22480
389	23465
391	25255
393	25914
395	27245
397	26822
399	26889
401	26377
403	24715
405	23268
407	22057
409	20035
411	19175
413	16814
415	15462
417	15283
419	14016
421	13775
423	13330
425	12616
427	12346
429	12341
431	12331
433	12930
435	12295
437	12577
439	12579
441	12638
443	13938
445	13396
447	14471
449	16071
451	15611
453	16759
455	17000
457	18198
459	20145
461	20732
463	22314
465	21823
467	22646
469	23150
471	23310
473	22956
475	23632
477	23374
479	22162
481	21285
483	20939
485	19833
487	19782
489	19361
491	18630
493	18732
495	17962
497	20113
499	18528
501	19575
503	20163
505	20255
507	20049
509	21475
511	20957
513	22674
515	22465
517	21951
519	22101
521	23103
523	24909
525	24585
527	24373
529	25590
531	25550
533	25702
535	26547
537	27673
539	29023
541	29223
543	29807
545	31694
547	32185
549	33300
551	35505
553	36453
555	38332
557	39131
559	39837
561	40757
563	42389
565	44116
567	46702
569	47584
571	48254
573	51648
575	52401
577	53721
579	53922
581	56013
583	58052
585	61638
587	63744
589	65609
591	65355
593	69307
595	71064
597	73264
599	76333
601	77739
603	82503
605	83756
607	88098
609	92560
611	93510
613	98476
615	100589
617	103971
619	108445
621	110116
623	115012
625	122666
627	121133
629	127468
631	132902
633	135036
635	141248
637	144600
639	151993
641	156149
643	157476
645	164034
647	168664
649	170724
651	176458
653	182378
655	187368
657	190348
659	195696
661	200706
663	203401
665	209684
667	213168
669	213036
671	219390
673	223754
675	220742
677	222376
679	208315
681	199982
683	194449
685	184134
687	181174
689	171956
691	164266
693	159625
695	154882
697	148922
699	146333
701	137229
703	136851
705	131781
707	128832
709	124272
711	123432
713	116849
715	112918
717	113820
719	108833
721	107849
723	105946
725	103058
727	100900
729	97551
731	96524
733	94027
735	94695
737	89864
739	89383
741	87467
743	84013
745	84834
747	82921
749	81290
751	80772
	
