300	0.03051
302	0.03881
304	0.04921
306	0.0622
308	0.07839
310	0.09849
312	0.12339
314	0.15413
316	0.192
318	0.2385
320	0.29547
322	0.36508
324	0.4499
326	0.55301
328	0.67805
330	0.82931
332	1.01186
334	1.23164
336	1.49567
338	1.81212
340	2.19057
342	2.6422
344	3.17999
346	3.81906
348	4.57692
350	5.47383
352	6.53321
354	7.78204
356	9.25138
358	10.97692
360	12.99957
362	15.36618
364	18.13029
366	21.35298
368	25.10382
370	29.46194
372	34.51717
374	40.37138
376	47.13983
378	54.95283
380	63.95743
382	74.31934
384	86.22501
386	99.88398
388	115.53137
390	133.43066
392	153.87669
394	177.19899
396	203.76536
398	233.98578
400	268.31668
402	307.26558
404	351.39609
406	401.33336
408	457.76999
410	521.47236
412	593.28754
414	674.15073
416	765.0932
418	867.25093
420	981.87386
422	1110.33581
424	1254.14514
426	1414.95616
428	1594.58131
430	1795.00423
432	2018.39369
434	2267.11837
436	2543.76274
438	2851.14376
440	3192.32878
442	3570.65438
444	3989.74642
446	4453.54112
448	4966.30742
450	5532.67042
452	6157.63609
454	6846.61719
456	7605.46032
458	8440.47433
460	9358.45974
462	10366.73943
464	11473.19036
466	12686.27634
468	14015.08172
470	15469.34588
472	17059.49835
474	18796.69446
476	20692.85121
478	22760.68307
480	25013.73756
482	27466.43001
484	30134.07728
486	33032.92979
488	36180.2014
490	39594.09643
492	43293.83308
494	47299.66243
496	51632.88219
498	56315.84389
500	61371.95276
502	66825.65866
504	72702.43695
506	79028.75771
508	85832.04178
510	93140.60184
512	100983.56695
514	109390.78852
516	118392.72613
518	128020.31105
520	138304.7861
522	149277.51981
524	160969.79377
526	173412.56184
528	186636.18061
530	200670.11082
532	215542.59029
534	231280.27952
536	247907.88252
538	265447.74605
540	283919.44244
542	303339.34222
544	323720.18493
546	345070.65822
548	367394.99734
550	390692.61932
552	414957.80812
554	440179.46897
556	466340.97151
558	493420.10256
560	521389.14952
562	550215.13462
564	579860.21802
566	610282.28394
568	641435.71781
570	673272.37405
572	705742.7226
574	738797.14783
576	772387.35607
578	806467.82704
580	840997.2216
582	875939.63311
584	911265.54498
586	946952.33388
588	982984.14009
590	1019350.91751
592	1056046.47968
594	1093065.38116
596	1130398.52048
598	1168027.42684
600	1205917.30192
602	1244009.03166
604	1282210.55775
606	1320388.19608
608	1358358.69382
610	1395883.00255
612	1432662.87949
614	1468341.4728
616	1502508.95714
618	1534714.02756
620	1564481.6091
622	1591336.50188
624	1614831.89478
626	1634580.82645
628	1650287.86905
630	1661777.70331
632	1669016.99112
634	1672126.15353
636	1671378.38412
638	1667184.44209
640	1660063.34974
642	1650600.85792
644	1639399.18497
646	1627022.82357
648	1613945.94064
650	1600506.95282
652	1586875.23322
654	1573033.68617
656	1558779.28217
658	1543741.78205
660	1527419.01463
662	1509225.40289
664	1488549.12462
666	1464812.46883
668	1437529.68639
670	1406356.95745
672	1371129.97907
674	1331886.01791
676	1288868.92285
678	1242517.3515
680	1193438.11505
682	1142367.88582
684	1090127.38929
686	1037572.54001
688	985546.78973
690	934838.32253
692	886144.7985
694	840047.2791
696	796993.91862
698	757293.10002
700	721115.00483
